Company Name,Year,Months,Total income,Total liabilities,Total assets,Profit after tax,Total expenses,Indirect taxes,Rent & lease rent,Sales,Income from financial services,Other income
J S W Building Systems Ltd. [Merged],31-03-2013,12,0.1,26.8,26.8,0,0.1,,,,0.1,
J S W Energy (Kutehr) Ltd.,31-03-2023,12,19.2,17102.4,17102.4,11.6,7.6,0.1,,,0.1,
J S W Energy (Raigarh) Ltd.,31-03-2024,12,,845.2,845.2,-0.8,0.8,,0.1,,,
J S W Holdings Ltd.,31-03-2024,12,1707.9,282901.9,282901.9,1186.5,521.4,,,,1695.6,
J S W Investments Pvt. Ltd.,31-03-2022,12,1072.7,104742.8,104742.8,721.5,351.2,,,,1070.7,
J S W Jaigarh Infrastructure Devp. Pvt. Ltd. [Merged],31-03-2019,12,0.1,214.7,214.7,-2.7,2.8,,,,0.1,
J S W Jharkhand Steel Ltd.,31-03-2024,12,,469.8,469.8,-14.8,14.8,,0.3,,,
J S W Natural Resources Bengal Ltd.,31-03-2023,12,1.2,603.1,603.1,1,0.2,,,,1.2,
J S W Natural Resources India Ltd.,31-03-2023,12,1.8,1023.1,1023.1,0.7,1.1,,,,1.8,
J S W Natural Resources Ltd.,31-03-2011,12,0.5,420.8,420.8,-1.8,2.3,1,,,0.5,
J Thomas Finance Pvt. Ltd.,31-03-2023,12,1.6,25.5,25.5,0.1,1.5,,,,1.6,
J V A Management Advisors Pvt. Ltd.,31-03-2023,12,,530.1,530.1,,,,,,,
J V G Housing Finance Ltd.,31-03-1995,12,3.1,25.2,25.2,0.7,2.4,,0.2,,3.1,
J V G Leasing Ltd.,31-03-1995,12,20.5,310.9,310.9,3.2,17.3,,0.9,,19.5,1
J V L Finance & Securities Ltd.,31-03-2012,12,0.1,0.8,0.8,0.1,,,,,0.1,
Jacinth Finvest Ltd.,31-03-2023,12,125.8,1152,1152,12.6,113.2,0.5,8.5,,125.8,
Jackson Investments Ltd.,31-03-2024,12,6,323.5,323.5,-1.2,7.2,0.1,0.1,,6,
Jacob Ballas Capital India Pvt. Ltd.,31-03-2023,12,48.3,426.1,426.1,-24,72.3,,6.1,,38.5,1.2
Jade Eservices Pvt. Ltd.,31-03-2023,12,85.1,815.6,815.6,-440.3,525.4,95.6,0.2,3,0.3,15.7
Jadia Pipes (India) Ltd.,31-03-2023,12,0.3,187.8,187.8,-5.5,5.8,,,,0.1,
Jag Investment Pvt. Ltd.,31-03-2023,12,,0,,,,,,,,
Jag-Par Securities Ltd.,31-03-2010,12,0.1,2.2,2.2,0,0.1,,,,,0.1
Jagadhatri Foods Pvt. Ltd.,31-03-2023,12,4.2,97.8,97.8,-2.2,6.4,,,,3.9,
Jagadishwar Pharmaceutical Works Ltd.,31-03-2023,12,4.4,310.5,310.5,0.6,3.8,,,,4.4,
Jagaran Microfin Pvt. Ltd.,31-03-2023,12,706.1,4841.2,4841.2,29.6,676.5,0.9,37.2,17.4,658.3,7.5
Jagat Chemicals Ltd. [Merged],31-12-1997,12,1.6,16.7,16.7,0.1,1.5,,,,1.3,0.3
Jagat Trading Enterprises Ltd.,31-03-2023,12,8,126.2,126.2,-6.4,14.4,,,0.1,7.8,
Jagatjit Spirits & Wine Ltd.,31-03-2011,12,,4,4,,,,,,,
Jagdamba Contractors & Builders Ltd.,31-03-2024,12,45,459.5,459.5,24.4,20.6,5.4,,0.8,18.1,
Jagdamba Foods Ltd.,31-03-2023,12,0.4,35.4,35.4,0,0.4,0.3,,,0.4,
Jagjanani Textiles Ltd.,31-03-2024,12,39.9,2.2,2.2,38.4,1.5,,,,,
Jagran Finlease Ltd.,30-11-2003,8,,0.7,0.7,,,,,,,
Jagruti Commercial Ltd. [Merged],31-03-2008,12,0.4,11.4,11.4,0.1,0.3,0.1,,,0.4,
Jagsonpal Finance & Leasing Ltd.,31-03-2024,12,5,13,13,3.6,1.4,,,,5,
Jahanri Trades & Finance Ltd. [Merged],31-03-2001,12,1.8,17.9,17.9,1,0.8,,0.1,,1.8,
Jahnavi Home Devp. & Finance Ltd.,31-03-2020,12,,82.3,82.3,,,,,,,
Jai Agro Inds. Ltd.,31-03-2023,12,37.9,244.7,244.7,34.3,3.6,,,0.5,,
Jai Bhikshu Credit & Holdings Ltd.,31-03-2022,12,2.3,108.5,108.5,0.6,1.7,,,,2.3,
Jai Corp Finance & Holding Ltd.,31-03-2013,12,2.9,30,30,2.1,0.8,,,,2.9,
Jai Finance (India) Ltd.,31-03-2023,12,1.5,21.7,21.7,-0.2,1.7,,,,1.5,
Jai Maharashtra Nagar Devp. Pvt. Ltd.,31-03-2023,12,1.3,3178.8,3178.8,-0.6,1.9,0.4,,,1.3,
Jai Realty Ventures Ltd. [Merged],31-03-2019,12,,1105.5,1105.5,-0.3,0.3,,,,,
Jai Thackers Land Devp. Pvt. Ltd.,31-03-2010,12,,13.1,13.1,-0.7,0.7,,,,,
Jaidka Industries Ltd.,31-03-2022,12,4,54.6,54.6,0,4,,0.5,1.7,2.3,
Jaigarh Digni Rail Ltd.,31-03-2023,12,0.1,603.5,603.5,-14.6,14.7,,0.5,,0.1,
Jaihind Finance (India) Ltd.,31-03-2023,12,2,71.1,71.1,0.1,1.9,0.2,0.6,,2,
Jaihind Permanent Fund Ltd.,31-03-2005,12,1.8,10.5,10.5,0.1,1.7,,,,1.8,
Jaik Leasing & Commercial Invst. Ltd.,31-03-2023,12,15.2,2053.4,2053.4,-125.1,140.3,0.5,,,14.7,0.1
Jaika Finance Pvt. Ltd.,31-03-2023,12,12.7,78.2,78.2,-0.5,13.2,,,,,
Jailaxmi Realty & Developers Ltd.,31-03-2023,12,,199.9,199.9,-0.3,64.5,,,,,
Jaimatarani Merchants Pvt. Ltd.,31-03-2023,12,0.1,21.2,21.2,-0.1,0.2,0.2,,,0.1,
Jain Capital Markets Ltd.,31-03-2022,12,13.3,33.6,33.6,12.2,1.1,,,,13.3,
Jain Finance & Invst. Ltd.,31-03-2011,12,1.9,14.2,14.2,0.6,1.3,,0.1,0.1,1.1,
Jain Housing & Constructions Hyderabad Ltd.,31-03-2012,12,,0.2,0.2,,,,,,,
Jain Processed Foods Trdg. & Invsts. Pvt. Ltd.,31-03-2023,12,2.4,42.3,42.3,0,2.4,,,,2.4,
Jain Realty Ltd.,31-03-2011,12,62.4,1871.8,1871.8,0,165.1,,0.2,,62.4,
Jain Rerollers Ltd.,31-03-2021,12,,134.4,134.4,,,,,,,
Jain Sahakari Bank Ltd.,31-03-2023,12,124,1765.2,1765.2,-2.7,126.7,1.6,5,,119.8,4.2
Jain Tube Co. Ltd.,31-03-2023,12,5.9,144.4,144.4,2.1,3.8,0.2,0.1,,1,4.8
Jain Vanijya Udyog Ltd.,31-03-2023,12,13.3,48,48,3,10.3,,,,13.3,
Jainam Broking Ltd.,31-03-2023,12,6393.9,21879.5,21879.5,1676.4,4717.5,2.5,15.8,0.4,6392.8,0.1
Jainco Projects (India) Ltd.,31-03-2024,12,2.3,189.6,189.6,0,8,0.2,,,2.3,
Jainex Finance Ltd.,31-03-2023,12,3,69.4,69.4,0.3,2.7,,0.1,,3,
Jaintia Highway Pvt. Ltd.,31-03-2022,12,,2,2,,,,,,,
Jainuine Insurance Brokers Pvt. Ltd.,31-03-2022,12,36.3,28.3,28.3,3.7,32.6,,3.9,,36.3,
Jaiprakash Agri Initiatives Co. Ltd.,31-03-2024,12,453.4,366.7,366.7,204.4,249,,,,0.3,
Jaiprakash Engineering & Steel Co. Ltd.,31-03-2023,12,,182.4,182.4,-0.4,0.4,,,,,
Jaiprakash Overseas Finance Ltd.,31-03-2023,12,70.1,866.5,866.5,6.3,63.8,2.5,0.2,,69.3,
Jaipriya Holdings Ltd.,31-03-2002,12,0.2,25.7,25.7,0,0.2,,,,0.2,
Jaipur Development Co. Ltd.,31-03-2010,12,,4.8,4.8,-0.1,0.1,,,,,
Jaipur Gem Bourse Ltd.,31-03-2012,12,0.2,1.1,1.1,0.1,0.1,,,,,
Jaipur Metals & Electricals Ltd.,31-03-2012,12,0.1,727.8,727.8,-487.7,487.8,,,,0.1,
Jaipur Syntex Ltd.,31-03-2024,12,,0,,,,,,,,
Jaipur Texweaving Park Ltd.,31-03-2021,12,9.4,187.6,187.6,-5,14.4,,,,0.4,9
Jaipur Udyog Ltd.,31-03-2023,12,10.1,852,852,-125.6,135.7,,,,10.1,
Jaisha Holdings Ltd.,31-03-2002,12,0.1,10.2,10.2,0.1,,,,,,0.1
Jaisons Investment & Finance Ltd.,31-03-2023,12,3.4,51.5,51.5,0.8,2.6,,0.3,,3.4,
Jaisurya Financial Services Ltd.,31-03-2022,12,0.6,10.3,10.3,-0.7,1.3,,0.1,,0.1,0.5
Jaiswal Ferrous Inds. Ltd.,31-03-2011,12,0.1,25.7,25.7,0,0.1,,,,,0.1
Jaiswal Tor Products Ltd.,31-03-2012,12,0.2,20.6,20.6,0,0.2,,,,,0.2
Jaitpur Agro Pvt. Ltd. [Merged],31-03-2017,12,0.3,5.5,5.5,0.2,0.1,,,,0.3,
Jajodia Finance Ltd.,31-03-2023,12,44.2,831.1,831.1,-1,45.2,,,,42.7,
Jaju Commodities Pvt. Ltd.,31-03-2022,12,0.2,8.1,8.1,0.1,0.1,,,,0.2,
Jal Power Corpn. Ltd.,31-03-2023,12,4.1,6470.3,6470.3,2.8,1.3,1.3,10.9,,27.7,0.4
Jalakamal Investment & Finance Ltd. [Merged],31-03-2009,12,43.6,391,391,34.3,9.3,,,,43.6,
Jalakumbhi Investment & Finance Ltd. [Merged],31-03-2009,12,50.8,458.9,458.9,1.3,49.5,,,,50.7,0.1
Jalan Agencies Ltd.,31-03-2022,12,,13.7,13.7,-0.1,0.1,,,,,
Jalan Hi-Mech Pvt. Ltd.,31-03-2010,12,3.1,76.5,76.5,0.7,2,0.3,0.1,1,1.9,
Jalan Industries Pvt. Ltd.,31-03-2023,12,5.3,121.6,121.6,-0.2,5.5,0.1,,4.9,0.4,
Jalandhar Cargo Advances Ltd.,31-03-2023,12,6.5,46.8,46.8,1.2,5.3,,,0.1,6,
Jalashaayi Alamparathodu Hydro Power Ltd.,31-03-2022,12,0.1,1.2,1.2,0.1,,,,,,0.1
Jalaveg Investment & Trdg. Co. Ltd.,31-03-2023,12,,142.8,142.8,-1.7,1.7,,,,,
Jaldhara Pumps Ltd.,31-03-2022,12,1.4,47.1,47.1,-13.1,13.9,,,,,
Jalees Commercial Ltd.,31-03-2012,12,,1.4,1.4,-0.1,0.1,,,,,
Jalpradeep Logistics Ltd.,31-03-2011,12,,0.8,0.8,,,,,,,
Jambhora Energy Projects Ltd.,31-03-2021,12,,0.9,0.9,,,,,,,
Jambu Knits Pvt. Ltd.,31-03-2014,12,354.8,76.8,76.8,0.5,354.3,,,354.8,,
Jammu & Kashmir Bank Ltd.,31-03-2024,12,124749.8,1545265.8,1545265.8,17672.7,107077.1,,1129.1,,115717.6,4707.8
Jammu & Kashmir Devp. Finance Corpn. Ltd.,31-03-2023,12,113.1,1890.8,1890.8,46,67.1,,,,112.5,
Jamnalal Sons Pvt. Ltd.,31-03-2023,12,7776.4,357903.7,357903.7,7507.5,268.9,,,13.1,7729,
Jamshedpur Securities Ltd.,31-03-2023,12,,317.8,317.8,,,,,,,
Jana Capital Ltd.,31-03-2024,12,9909.7,4491.2,4491.2,-10570.9,20480.6,0.1,0.2,,11.5,
Jana Holdings Ltd.,31-03-2024,12,11233,9713.6,9713.6,-4604.2,15837.2,2.5,0.8,,0.5,
Jana Small Finance Bank Ltd.,31-03-2024,12,48913.6,327097.8,327097.8,6695.4,42218.2,,1135.7,,45085.1,546.2
Janakalyan Sahakari Bank Ltd.,31-03-2023,12,2052.4,27528,27528,21.3,2031.1,,58.5,,1551.8,56.8
Janardhan Trading Co. Ltd.,31-03-2023,12,58.7,154.7,154.7,56.5,2.2,,,,58.7,
Janaseva Sahakari Bank (Borivli) Ltd.,31-03-2023,12,493.9,7695.6,7695.6,-14.9,508.8,4.3,45.3,,486.3,5.6
Janashree Microfin Ltd.,31-03-2020,12,5.8,62.7,62.7,-5.8,11.6,0.1,0.8,0.3,5.5,
Janata Sahakari Bank Ltd.,31-03-2024,12,8142.8,114702.9,114702.9,496.3,7646.5,47.2,200.4,,7627.8,326.6
Jangla Multiple Steels Ltd.,31-03-2005,12,0.2,17.7,17.7,-0.1,0.3,,,,,
Janhit Tracom Ltd. [Merged],31-03-2015,12,,7.6,7.6,,,,,,,
Janina Marine Properties Pvt. Ltd.,31-03-2020,12,14.7,1163.7,1163.7,2.4,12.3,0.9,,,8.1,6.6
Janjgir Thermal Power Projects Ltd.,31-03-2023,12,8.3,491.5,491.5,7.5,0.8,,,,1.7,0.1
Janki Securities Ltd.,31-03-2023,12,,19.4,19.4,,,,,,,
Janki Textiles & Inds. Pvt. Ltd.,31-03-2023,12,168.4,2630.8,2630.8,31.4,137,,,,168.4,
Janmabhoomi Chits Ltd.,31-03-2012,12,0.6,3.1,3.1,-0.2,0.8,,0.1,,0.6,
Jannhavi Investment Pvt. Ltd.,31-03-2022,12,72.4,665.6,665.6,52,20.4,,,,71.8,0.6
Janseva Co-Operative Credit Society Ltd.,31-03-2016,12,21.7,217.9,217.9,3.2,18.5,,2,,18.7,2.4
Janshthan Vyapaar Pvt. Ltd.,31-03-2010,12,,42.3,42.3,-8.8,8.8,,,,,
Jas Infrastructure & Power Ltd.,31-03-2012,12,9,22062.5,22062.5,1.3,7.7,,,7,1.8,0.2
Jashnani Leasing & Finance Ltd.,31-03-2005,12,3.3,26.8,26.8,0.7,2.6,,,,3.3,
Jasmine Ltd.,31-03-2023,12,17.4,167,167,10.8,6.6,,,,17.4,
Jasmine Steel Trading Ltd.,31-03-2023,12,,539.2,539.2,-0.1,0.1,,,,,
Jasper Investments Ltd. [Merged],31-03-2001,12,1.8,37.3,37.3,-1.7,3,0.1,,,1.7,
Jatalia Finance Co. Ltd.,31-03-2023,12,19.3,210.1,210.1,0.1,19.2,,,,19.3,
Jatalia Global Ventures Ltd.,31-03-2024,12,0.6,26.2,26.2,-2,2.6,,0.1,,0.6,
Jatayu Investments Ltd. [Merged],31-03-2009,12,1.4,7.5,7.5,1.4,,,,,1.4,
Jatayu Textiles & Inds. Ltd.,31-03-2023,12,230,3514.5,3514.5,-108.8,338.8,,,,228.2,0.2
Javda India Impex Ltd.,31-03-2022,12,,80.1,80.1,,,,,,,
Javeri Fiscal Services Ltd.,31-03-2023,12,103.7,235.9,235.9,-18,121.7,,,,89.8,11.9
Jawahar Credit & Holdings Pvt. Ltd.,31-03-2023,12,0.2,23.5,23.5,0,0.2,,,,0.2,
Jay Ajey Investments Ltd.,31-03-2023,12,2.5,39.1,39.1,0.1,2.4,,0.1,2.5,,
Jay Ashapura Finance Ltd.,31-03-2002,12,0.1,2.2,2.2,0,0.1,,,,0.1,
Jay Bharat Overseas Ltd.,31-03-2022,12,4,86.3,86.3,-2.2,7.5,0.2,,1.6,2.4,
Jay Kay Dee Rubber (India) Ltd.,31-03-2010,12,,50.9,50.9,,,,,,,
Jay Madhok Energy Pvt. Ltd.,31-03-2014,12,1.3,59.3,59.3,-0.7,2,,,,1.3,
Jay Shiva Earthmovers & Construction Pvt. Ltd.,31-03-2021,12,1.8,488.6,488.6,0.2,18.6,,,,1.8,
Jay Subhash Finlease Ltd.,31-03-2010,12,0.4,8.7,8.7,0,0.4,,,,0.4,
Jayabharat Credit Ltd.,31-03-2024,12,1.1,0.6,0.6,-10.6,11.7,0.1,2.1,,,
Jayadhara City Homes Estate Pvt. Ltd.,31-03-2011,12,,6.1,6.1,,,,,,,
Jayakeerti City Homes Estate & Reality Pvt. Ltd.,31-03-2011,12,,6.1,6.1,,,,,,,
Jayalakshmi Estates Ltd.,31-03-2009,12,0.4,4.6,4.6,0.2,0.2,,,,0.4,
Jayant (India) Ltd.,31-03-2023,12,7.7,44.8,44.8,3.4,4.3,0.1,,0.4,6.5,
Jayant Mercantile Co. Ltd.,31-03-2015,12,1.1,156.3,156.3,0,1.1,,0.2,1.1,,
Jayant Security & Finance Ltd.,31-03-2023,12,0.5,1126,1126,0,0.5,,,,0.5,
Jayanti City Homes Devp. & Reality Pvt. Ltd.,31-03-2011,12,,6.1,6.1,,,,,,,
Jayanti Commercial Ltd.,31-03-2023,12,16.3,127.3,127.3,11,5.3,,,1.5,14.8,
Jayantika Investment & Finance Ltd. [Merged],31-03-2023,12,35.1,897.2,897.2,-26.6,61.7,,,,9.8,2.1
Jayapura Welfare Foundation,31-03-2009,12,0.1,3.7,3.7,-0.2,0.3,,,,0.1,
Jayaswal Neco Urja Pvt. Ltd.,31-03-2023,12,,160.2,160.2,,,,,,,
Jayati Infrastructure Ltd.,31-03-2024,12,0.1,0.6,0.6,0,0.1,,,,0.1,
Jayatma Enterprises Ltd.,31-03-2024,12,16.7,80.2,80.2,5.1,11.6,0.1,0.3,5.5,10.8,0.1
Jaycee Industries Ltd.,31-03-2022,12,2.1,60.8,60.8,0.1,2,,,,2.1,
Jaycee Resources Pvt. Ltd.,31-03-2023,12,6.3,132.4,132.4,4.2,2.1,,,,6.3,
Jaychandra Leasing & Invsts. Ltd.,31-03-2008,12,,6.9,6.9,-0.1,0.1,,0.1,,,
Jayco Leasing Pvt. Ltd.,31-03-2010,12,,14.5,14.5,,,,,,,
Jaydeep Sharefin Pvt. Ltd.,31-03-2011,12,0.5,5.5,5.5,-1.3,1.8,,,,0.5,
Jaykay Enterprises Ltd.,31-03-2024,12,201.1,1824.4,1824.4,129.3,71.9,8.5,,27.6,127.4,0.1
Jaylakshmi Credit Co. Ltd.,31-03-2023,12,2.6,21.4,21.4,0.1,2.5,,0.1,,2.6,
Jaypee Agra Vikas Ltd.,31-03-2024,12,,1228.5,1228.5,-209.4,209.4,0.1,,,,
Jaypee Capital Services Ltd.,31-03-2023,12,1525,2342.4,2342.4,434.8,1090.2,233.1,1.7,,1524.9,0.1
Jaypee Cement Hockey (India) Ltd.,31-03-2024,12,,31.7,31.7,-10.7,10.7,,,,,
Jaypee Financial Services Pvt. Ltd.,31-03-2010,12,9.7,54,54,3.1,6.6,,0.3,,9.7,
Jayshree Finvest Ltd.,31-03-2010,12,9.3,165.4,165.4,-2.3,11.6,0.1,0.1,,9.3,
Jayshree Nirman Ltd.,31-03-2023,12,72.7,2025.9,2025.9,48.3,24.4,7.7,,,0.9,71.8
Jayson Trading & Financial Ltd.,31-03-2023,12,0.5,148.7,148.7,0,0.5,,,0.5,,
Jaysynth Anthraquinones Ltd. [Merged],31-03-2011,12,0.1,8.9,8.9,-1.1,1.2,,,,0.1,
Jayton Trading Pvt. Ltd.,31-03-2023,12,13.7,330.7,330.7,4.8,8.9,,0.1,,13.2,
Jeet Vanijya Ltd.,31-03-2007,12,0.4,176.3,176.3,-0.4,0.8,0.6,,,0.4,
Jeevan City Homes Devp. & Reality Pvt. Ltd.,31-03-2011,12,,6.1,6.1,,,,,,,
Jeevan Jyoti Vanijay Ltd.,31-03-2023,12,16.9,726.1,726.1,4.1,12.8,,0.1,,16.9,
Jeewan Ltd.,31-03-2023,12,0.6,6.6,6.6,-4.3,4.9,,,,0.6,
Jem Fiscal Ltd.,31-03-2023,12,,35.2,35.2,-0.5,0.5,,,,,
Jenson & Nicholson Financial Services Ltd.,31-03-1998,12,161.3,763.7,763.7,0.3,161,,1.6,,161,
Jenson Finvest Pvt. Ltd.,31-03-2023,12,4.1,481.2,481.2,1.1,3,,,0.9,3.2,
Jerom Trading & Invst. Pvt. Ltd.,31-03-2012,12,5,70.3,70.3,2.9,2.1,,,,5,
Jesmin Investments Ltd. [Merged],31-03-2016,12,7.7,223.7,223.7,5.7,2,,,,7.7,
Jet Air Securities Pvt. Ltd.,31-03-2020,12,0.3,2.3,2.3,0.2,0.1,,,,0.3,
Jetair Business Solutions Pvt. Ltd. [Merged],31-03-2022,12,,0.4,0.4,,,,,,,
Jetair Tours Pvt. Ltd. [Merged],31-03-2022,12,,33.1,33.1,-0.6,0.6,0.1,,,,
Jetpur Somnath Highway Ltd.,31-03-2011,12,0.5,0.1,0.1,0.2,0.3,,,,,0.5
Jeya Bharath Benefit Nidhi Ltd.,31-03-2010,12,10.8,78.2,78.2,0.7,10.1,,0.2,,10.4,0.4
Jeyaseelan Benefit Fund Ltd.,31-03-2005,12,0.4,2.1,2.1,0,0.4,,,,0.4,
Jeypore Sugar Finance & Invst. Corpn. Ltd.,31-03-2013,12,0.1,0.8,0.8,0,0.1,,,,0.1,
Jhar Mining Infra Pvt. Ltd.,31-03-2023,12,,89.5,89.5,-14,14,,,,,
Jharkhand Accelerated Road Devp. Co. Ltd.,31-03-2013,12,6.4,99.8,99.8,1.8,4.6,,0.1,,6.4,
Jharkhand Central Railway Ltd.,31-03-2023,12,82.6,6712.6,6712.6,54,28.6,0.1,0.3,,82.6,
Jharkhand Infrastructure Implementation Co. Ltd.,31-03-2023,12,946.9,8729,8729,23.6,923.3,0.1,0.2,39.1,907.8,
Jharkhand Integrated Power Ltd.,16-05-2018,2,,1470.9,1470.9,,,,,,,
Jharkhand Road Projects Implementation Co. Ltd.,31-03-2023,12,3343.3,17841.5,17841.5,181.5,3161.8,2.9,0.4,202.8,3140.5,
Jhaveri Securities Ltd.,31-03-2023,12,488.1,1492.8,1492.8,40.4,447.7,,7.8,,461.6,17.4
Jhota Commercial & Trdg. Ltd.,31-03-2005,12,,4.5,4.5,,,,,,,
Jhunjhunu Holdings Ltd.,31-03-1996,12,0.2,3.9,3.9,0.1,0.1,,,,0.2,
Jhunjhunwala Synthetic Ltd.,31-03-2023,12,24.4,368.8,368.8,-0.3,24.7,,0.1,,24.4,
Jics Logistic Ltd.,31-03-2023,12,124.3,1636.7,1636.7,-3.9,128.2,1.8,6.3,90.8,24.3,0.2
Jigar Holdings Pvt. Ltd. [Merged],31-03-2008,12,,10.2,10.2,,,,,,,
Jigyasa Infrastructure Ltd.,31-03-2021,12,1.4,179.8,179.8,-0.6,2,,,,1.4,
Jindal Capital Ltd.,31-03-2024,12,25.9,151.4,151.4,11.1,14.8,0.1,0.4,,25.4,0.5
Jindal Cotex Ltd.,31-03-2023,12,238.5,2159.7,2159.7,122.6,115.9,0.7,0.1,24.4,101.9,8.2
Jindal Equipment Leasing & Consultancy Services Ltd.,31-03-2022,12,0.6,3872.4,3872.4,-19.2,19.8,,,,0.6,
Jindal Extrusions Pvt. Ltd.,31-03-2019,12,,0.2,0.2,,,,,,,
Jindal Health Care Ltd.,31-03-2019,12,,0,,,,,,,,
Jindal I T F Ltd.,31-03-2023,12,1043.7,17004.7,17004.7,-1430.4,2474.1,0.2,,274.8,731.1,14.3
Jindal Leasefin Ltd.,31-03-2024,12,0.1,93.7,93.7,-1.6,1.7,,,,0.1,
Jindal Medicot Ltd.,31-03-2023,12,1,718.5,718.5,-48.4,48.9,,0.2,0.1,0.5,0.2
Jindal Niryat Ltd.,31-03-2023,12,42.2,237.6,237.6,36.4,5.8,,,2,,40.2
Jindal Photo Invsts. Ltd. [Merged],31-03-2021,12,1978.1,5427.5,5427.5,1916.6,61.5,0.2,0.1,,1978,
Jindal Photo Ltd.,31-03-2024,12,203.2,2662.5,2662.5,153.3,49.9,0.7,0.2,,203.2,
Jindal Pipes Finance Ltd.,31-03-2022,12,0.9,19.8,19.8,-1.6,2.5,,0.1,,0.9,
Jindal Poly Invst. & Finance Co. Ltd.,31-03-2024,12,361.3,7238,7238,319.9,41.4,,0.1,,360.6,0.7
Jindal Seamless Tubes Ltd.,31-03-2022,12,,0.5,0.5,-0.8,0.8,,,,,
Jindal Stocks Ltd.,31-03-2012,12,0.3,11.5,11.5,0,0.3,,,,0.3,
Jindal Synfuels Ltd.,31-03-2023,12,0.3,18.5,18.5,0,0.3,,,,,
Jindal Timber & Plywood Pvt. Ltd.,31-03-2022,12,1.3,38.6,38.6,0.4,0.9,,,,1.3,
Jineshwar Trade Pvt. Ltd.,31-03-2023,12,29.4,515.1,515.1,15.4,14,0.6,1.2,4.9,24.5,
Jinku Radiators Pvt. Ltd.,31-03-2019,12,0.3,1.8,1.8,-0.9,1.2,,,,0.3,
Jio Finance Ltd.,31-03-2022,12,374.9,36670.5,36670.5,269.6,105.3,0.1,,,200.1,0.5
Jio Financial Services Ltd.,31-03-2024,12,6381,244745.2,244745.2,3824.7,2556.3,,85.3,,6380.6,
Jio Payments Bank Ltd.,31-03-2024,12,313.4,2249.1,2249.1,-585.3,898.7,,4.7,,210.3,103.1
Jitvan Land Ltd.,31-03-2020,12,32.5,2153.2,2153.2,10.6,21.9,,,,18.9,13.6
Jogani Constructions Ltd.,31-03-2012,12,1.5,56,56,-0.5,4.1,,,,1.5,
Johar Integrated Finance Co. Ltd.,31-03-2008,12,1.6,62.5,62.5,0.1,1.2,,,,1.6,
John Deere Financial India Pvt. Ltd.,31-03-2024,12,6943.4,48522.6,48522.6,1306.5,5636.9,,,,6937.7,2.8
John Paterson & Co. (India) Ltd.,31-03-2009,12,,3.2,3.2,,,,,,,
Johnson & Johnson Exports (India) Ltd.,31-12-2004,12,0.3,15,15,0.2,0.1,,,,0.3,
Joindre Capital Services Ltd.,31-03-2024,12,415.1,1805.8,1805.8,4.9,410.2,0.3,0.8,,414.1,1
Joindre Commodities Ltd.,31-03-2023,12,,11.5,11.5,-0.1,0.1,0.1,,,,
Joiner Hydro Power Projects Ltd.,31-03-2022,12,,0,,,,,,,,
Jolly Brothers Pvt. Ltd.,31-03-2024,12,0.5,443.3,443.3,-6,6.5,,,,0.5,
Jonjua Overseas Ltd.,31-03-2024,12,41.8,144.5,144.5,12.1,29.7,0.1,0.1,19.3,20.1,2.4
Jonquil Cinevision Ltd.,31-03-2010,12,,13.6,13.6,,,,,,,
Jorehaut India Ltd.,31-03-2021,12,4.3,890.2,890.2,-0.8,5.1,0.1,0.1,,3.6,
Jorehaut Works Ltd.,31-03-2008,12,,1.4,1.4,,,,,,,
Jorss Bullion Pvt. Ltd.,31-03-2023,12,,621.8,621.8,,,,,,,
Jotirling Finance & Invsts. Ltd.,31-03-2012,12,0.6,4.3,4.3,-0.1,0.7,,,,0.6,
Joy Beauty Care Pvt. Ltd.,31-03-2023,12,20.5,450.3,450.3,13.6,6.9,,0.1,,13.6,6.2
Joy Homecreation Ltd.,31-03-2023,12,18.6,1845.4,1845.4,9.6,9,,,,0.6,18
Joy Jets Pvt. Ltd.,31-03-2023,12,0.1,13.7,13.7,-1,1.1,,0.1,,0.1,
Joyal Ornaments & Trades Pvt. Ltd.,31-03-2023,12,0.5,26.6,26.6,0.4,0.1,,,,0.5,
Joyous Housing Ltd.,31-03-2023,12,0.9,9181.4,9181.4,-123.2,166.9,,3.7,,0.3,
Ju-Ju Finance & Leasing Ltd.,31-03-2002,12,1.7,13.3,13.3,0,1.7,,0.1,,1.7,
Jubilant Clinsys Ltd.,31-03-2023,12,1.5,37.4,37.4,-2.3,3.8,0.1,,,1.5,
Jubilant Draximage Ltd.,31-03-2023,12,0.4,5.7,5.7,-0.9,1.3,,,,,
Jubilant First Trust Healthcare Ltd.,31-03-2023,12,6.1,42.1,42.1,5.7,0.4,,,,,
Jubilant Holdings Ltd. [Merged],31-03-1997,12,,25.5,25.5,,,,,,,
Jubilant Infracon Pvt. Ltd.,31-03-2023,12,,1644.6,1644.6,,,,,,,
Jubilant Innovation (India) Ltd.,31-03-2019,12,0.2,3.2,3.2,0.1,0.1,,,,0.2,
Jubilant Realtors Builtec Ltd.,31-03-2022,12,0.2,19.1,19.1,-0.4,0.6,,,,0.2,
Jubilee Investments & Inds. Ltd. (1995) [Merged],31-03-2008,12,84.5,3736.2,3736.2,15.4,69.1,,0.4,0.6,71.6,
Jugal Kishore Modi Invst. Co. Ltd.,31-03-2022,12,0.1,3.3,3.3,0,0.1,,,,0.1,
